sensor_image,obj_id,obj_pose,pose_id,pose_1,pose_2,pose_3,pose_4,pose_5,pose_6,move_1,move_2,move_3,move_4,move_5,move_6
image_00001.png,1,"[0, 0, 0, 0, 0, 0]",1,0.0,0.0,-1.1093167125356773,0.0,0.0,-9.829576298050263,0.0,0.0,0.0,0.0,0.0,0.0
image_00002.png,1,"[0, 0, 0, 0, 0, 0]",2,0.0,0.09598080383923246,1.8298660532432183,0.0,0.0,3.5082872624332877,0.0,0.0,0.0,0.0,0.0,0.0
image_00003.png,1,"[0, 0, 0, 0, 0, 0]",3,0.0,0.19196160767846493,4.798616149324053,0.0,0.0,5.779502184696312,0.0,0.0,0.0,0.0,0.0,0.0
image_00004.png,1,"[0, 0, 0, 0, 0, 0]",4,0.0,0.2879424115176974,4.706639046283284,0.0,0.0,8.862814023617869,0.0,0.0,0.0,0.0,0.0,0.0
image_00005.png,1,"[0, 0, 0, 0, 0, 0]",5,0.0,0.38392321535692986,1.7091544645188126,0.0,0.0,18.037649245921507,0.0,0.0,0.0,0.0,0.0,0.0
image_00006.png,1,"[0, 0, 0, 0, 0, 0]",6,0.0,0.4799040191961623,-0.10817965181731948,0.0,0.0,4.131879348388303,0.0,0.0,0.0,0.0,0.0,0.0
image_00007.png,1,"[0, 0, 0, 0, 0, 0]",7,0.0,0.5758848230353948,1.410743107186748,0.0,0.0,-0.5083364212642218,0.0,0.0,0.0,0.0,0.0,0.0
image_00008.png,1,"[0, 0, 0, 0, 0, 0]",8,0.0,-0.34698328962514324,4.860168795128394,90.0,0.0,19.908346163933572,0.0,0.0,0.0,0.0,0.0,0.0
image_00009.png,1,"[0, 0, 0, 0, 0, 0]",9,0.0,0.7678464307138597,4.545994086550093,0.0,0.0,-12.747345037635133,0.0,0.0,0.0,0.0,0.0,0.0
image_00010.png,1,"[0, 0, 0, 0, 0, 0]",10,0.0,0.8638272345530922,5.25278903964836,0.0,0.0,2.0316743069355487,0.0,0.0,0.0,0.0,0.0,0.0
image_00011.png,1,"[0, 0, 0, 0, 0, 0]",11,0.0,0.9598080383923246,5.284215198588724,0.0,0.0,-19.149362736572577,0.0,0.0,0.0,0.0,0.0,0.0
image_00012.png,1,"[0, 0, 0, 0, 0, 0]",12,0.0,1.0557888422315571,-1.6103668784797633,0.0,0.0,-2.2826065730448417,0.0,0.0,0.0,0.0,0.0,0.0
image_00013.png,1,"[0, 0, 0, 0, 0, 0]",13,0.0,1.1517696460707896,-0.927512390528419,0.0,0.0,8.219291690717137,0.0,0.0,0.0,0.0,0.0,0.0
image_00014.png,1,"[0, 0, 0, 0, 0, 0]",14,0.0,1.247750449910015,-1.3238199795892647,0.0,0.0,2.5005230484901766,0.0,0.0,0.0,0.0,0.0,0.0
image_00015.png,1,"[0, 0, 0, 0, 0, 0]",15,0.0,1.3437312537492474,1.7890439126494457,0.0,0.0,-6.727903196109483,0.0,0.0,0.0,0.0,0.0,0.0
image_00016.png,1,"[0, 0, 0, 0, 0, 0]",16,0.0,1.4397120575884799,2.3391744951632276,0.0,0.0,3.955127418595327,0.0,0.0,0.0,0.0,0.0,0.0
image_00017.png,1,"[0, 0, 0, 0, 0, 0]",17,0.0,1.5356928614277123,1.6358605672929647,0.0,0.0,-0.20097294563040777,0.0,0.0,0.0,0.0,0.0,0.0
image_00018.png,1,"[0, 0, 0, 0, 0, 0]",18,0.0,1.6316736652669448,-1.4805830265172244,0.0,0.0,4.972748417362042,0.0,0.0,0.0,0.0,0.0,0.0
image_00019.png,1,"[0, 0, 0, 0, 0, 0]",19,0.0,1.7276544691061773,-0.790394204269165,0.0,0.0,5.25129224534209,0.0,0.0,0.0,0.0,0.0,0.0
image_00020.png,1,"[0, 0, 0, 0, 0, 0]",20,0.0,0.4077624114172238,1.0370821583368723,90.0,0.0,5.291944117546927,0.0,0.0,0.0,0.0,0.0,0.0
image_00021.png,1,"[0, 0, 0, 0, 0, 0]",21,0.0,-1.8931366990355514,0.3176915328171961,90.0,0.0,10.993622035163716,0.0,0.0,0.0,0.0,0.0,0.0
image_00022.png,1,"[0, 0, 0, 0, 0, 0]",22,0.0,0.880263398068081,5.155614049317787,90.0,0.0,-2.2662027239917273,0.0,0.0,0.0,0.0,0.0,0.0
image_00023.png,1,"[0, 0, 0, 0, 0, 0]",23,0.0,2.111577684463107,-0.05565603589685009,0.0,0.0,1.8706361053210243,0.0,0.0,0.0,0.0,0.0,0.0
image_00024.png,1,"[0, 0, 0, 0, 0, 0]",24,0.0,2.2075584883023396,3.6681478678958985,0.0,0.0,-5.906236384486525,0.0,0.0,0.0,0.0,0.0,0.0
image_00025.png,1,"[0, 0, 0, 0, 0, 0]",25,0.0,2.303539292141572,3.064004708312523,0.0,0.0,-6.113181944072394,0.0,0.0,0.0,0.0,0.0,0.0
image_00026.png,1,"[0, 0, 0, 0, 0, 0]",26,0.0,2.3995200959808045,-0.9327058775494204,0.0,0.0,-9.242193794202063,0.0,0.0,0.0,0.0,0.0,0.0
image_00027.png,1,"[0, 0, 0, 0, 0, 0]",27,0.0,2.495500899820037,2.4232517351306804,0.0,0.0,12.978756227500368,0.0,0.0,0.0,0.0,0.0,0.0
image_00028.png,1,"[0, 0, 0, 0, 0, 0]",28,0.0,-0.8967675401694493,-0.08757190776187418,90.0,0.0,2.4879840716298554,0.0,0.0,0.0,0.0,0.0,0.0
image_00029.png,1,"[0, 0, 0, 0, 0, 0]",29,0.0,-1.10680100311329,2.95907966127899,90.0,0.0,7.690726932761584,0.0,0.0,0.0,0.0,0.0,0.0
image_00030.png,1,"[0, 0, 0, 0, 0, 0]",30,0.0,2.7834433113377344,2.0466873541494763,0.0,0.0,4.962770454421619,0.0,0.0,0.0,0.0,0.0,0.0
image_00031.png,1,"[0, 0, 0, 0, 0, 0]",31,0.0,2.879424115176967,-0.9150369146048558,0.0,0.0,-11.61259612877078,0.0,0.0,0.0,0.0,0.0,0.0
image_00032.png,1,"[0, 0, 0, 0, 0, 0]",32,0.0,2.9754049190161993,3.766436892159086,0.0,0.0,-0.028106427671998252,0.0,0.0,0.0,0.0,0.0,0.0
image_00033.png,1,"[0, 0, 0, 0, 0, 0]",33,0.0,3.0713857228554318,-0.9247814567136659,0.0,0.0,-1.4994431807129918,0.0,0.0,0.0,0.0,0.0,0.0
image_00034.png,1,"[0, 0, 0, 0, 0, 0]",34,0.0,3.1673665266946642,5.264163059283176,0.0,0.0,-1.5062286017766806,0.0,0.0,0.0,0.0,0.0,0.0
image_00035.png,1,"[0, 0, 0, 0, 0, 0]",35,0.0,3.2633473305338967,2.4071572915713286,0.0,0.0,-2.0592998743548696,0.0,0.0,0.0,0.0,0.0,0.0
image_00036.png,1,"[0, 0, 0, 0, 0, 0]",36,0.0,0.4256695549229832,-0.43656565405602166,90.0,0.0,-12.479670388670794,0.0,0.0,0.0,0.0,0.0,0.0
image_00037.png,1,"[0, 0, 0, 0, 0, 0]",37,0.0,3.4553089382123545,5.441355861622515,0.0,0.0,-1.1615842674867147,0.0,0.0,0.0,0.0,0.0,0.0
image_00038.png,1,"[0, 0, 0, 0, 0, 0]",38,0.0,3.551289742051587,3.1067709554336265,0.0,0.0,6.1665084373048416,0.0,0.0,0.0,0.0,0.0,0.0
image_00039.png,1,"[0, 0, 0, 0, 0, 0]",39,0.0,-0.7608151150978557,2.9336716273739656,90.0,0.0,-4.068270269642678,0.0,0.0,0.0,0.0,0.0,0.0
image_00040.png,1,"[0, 0, 0, 0, 0, 0]",40,0.0,3.743251349730052,2.6770184982890264,0.0,0.0,-1.7948162322632815,0.0,0.0,0.0,0.0,0.0,0.0
image_00041.png,1,"[0, 0, 0, 0, 0, 0]",41,0.0,3.8392321535692844,1.804356950118061,0.0,0.0,-1.018751831135579,0.0,0.0,0.0,0.0,0.0,0.0
image_00042.png,1,"[0, 0, 0, 0, 0, 0]",42,0.0,3.935212957408517,3.5059697823951836,0.0,0.0,-4.481747900193,0.0,0.0,0.0,0.0,0.0,0.0
image_00043.png,1,"[0, 0, 0, 0, 0, 0]",43,0.0,4.031193761247749,4.508002444624024,0.0,0.0,-4.366901506819504,0.0,0.0,0.0,0.0,0.0,0.0
image_00044.png,1,"[0, 0, 0, 0, 0, 0]",44,0.0,4.127174565086982,0.80842439340574,0.0,0.0,11.0044300094639,0.0,0.0,0.0,0.0,0.0,0.0
image_00045.png,1,"[0, 0, 0, 0, 0, 0]",45,0.0,4.223155368926214,-1.1539793474637696,0.0,0.0,17.258405104024856,0.0,0.0,0.0,0.0,0.0,0.0
image_00046.png,1,"[0, 0, 0, 0, 0, 0]",46,0.0,4.319136172765447,0.06870548260940579,0.0,0.0,0.9500642824680278,0.0,0.0,0.0,0.0,0.0,0.0
image_00047.png,1,"[0, 0, 0, 0, 0, 0]",47,0.0,4.415116976604679,-1.1090702490389117,0.0,0.0,-10.284145935214305,0.0,0.0,0.0,0.0,0.0,0.0
image_00048.png,1,"[0, 0, 0, 0, 0, 0]",48,0.0,4.511097780443912,2.8363899728441897,0.0,0.0,1.324274376138497,0.0,0.0,0.0,0.0,0.0,0.0
image_00049.png,1,"[0, 0, 0, 0, 0, 0]",49,0.0,4.607078584283144,2.1213943651897926,0.0,0.0,-14.725163951585781,0.0,0.0,0.0,0.0,0.0,0.0
image_00050.png,1,"[0, 0, 0, 0, 0, 0]",50,0.0,-2.2640640790595157,1.2249149305520661,90.0,0.0,3.1472725559749506,0.0,0.0,0.0,0.0,0.0,0.0
image_00051.png,1,"[0, 0, 0, 0, 0, 0]",51,0.0,-3.954168182011628,4.889932576148393,90.0,0.0,16.548470997154233,0.0,0.0,0.0,0.0,0.0,0.0
image_00052.png,1,"[0, 0, 0, 0, 0, 0]",52,0.0,4.8950209958008415,0.6214579416504389,0.0,0.0,8.2148685907256,0.0,0.0,0.0,0.0,0.0,0.0
image_00053.png,1,"[0, 0, 0, 0, 0, 0]",53,0.0,4.991001799640074,-1.069672251385561,0.0,0.0,-2.4249504358423795,0.0,0.0,0.0,0.0,0.0,0.0
image_00054.png,1,"[0, 0, 0, 0, 0, 0]",54,0.0,5.086982603479306,1.7808666031513196,0.0,0.0,11.749448275025477,0.0,0.0,0.0,0.0,0.0,0.0
